id,doi,title,venue,publication_year,publication_date,type,cited_by_count,cited_2015,cited_joss,fulltext_openalex,fulltext_epmc,first_author,n_authors,date_added,notes,exclude
W4410632803,10.1016/j.jml.2025.104653,Uncovering patterns of semantic predictability in sentence processing,Journal of Memory and Language,2025,2025-05-23,article,1,True,False,False,False,Cassandra L. Jacobs,4,2026-07-15,,False
W4410640921,10.31234/osf.io/ynxq9_v2,With or without a system: How category-specific and system-wide cognitive biases shape word order,,2025,2025-05-23,preprint,0,False,False,True,False,Annie Holtz,3,2026-07-15,,False
W4410593152,10.5070/g6011.35449,No evidence for culmination inferences based on Hindi ergative marking,Glossa Psycholinguistics,2025,2025-05-22,article,0,False,False,True,False,Myrte Vos,4,2026-07-15,,False
W4410608535,10.1177/17470218251346156,Proactive and retroactive effects of novelty and rest on memory,Quarterly Journal of Experimental Psychology,2025,2025-05-22,article,2,False,True,False,True,Sumaiyah Raza,5,2026-07-15,,False
W4410607990,10.1038/s44271-025-00254-1,A task-invariant prior explains trial-by-trial active avoidance behaviour across gain and loss tasks,Communications Psychology,2025,2025-05-21,article,2,True,False,True,True,Tobias Granwald,4,2026-07-15,,False
W4414801141,10.48550/arxiv.2505.15626,Direct Preference Optimization for Adaptive Concept-based Explanations,arXiv (Cornell University),2025,2025-05-21,preprint,0,False,False,True,False,Jacopo Teneggi,5,2026-07-15,,False
W4410604031,10.3765/plsa.v10i1.5933,French speakers' use of sound symbolic patterns to assign gender to French and English nonce names,Proceedings of the Linguistic Society of America,2025,2025-05-21,article,0,False,False,True,False,Lisa Sullivan,2,2026-07-15,,False
W4410603765,10.3765/plsa.v10i1.5932,Quantifying metalinguistic awareness of sociophonetic features,Proceedings of the Linguistic Society of America,2025,2025-05-21,article,1,False,False,True,False,Lisa Sullivan,1,2026-07-15,,False
W4410550208,10.31234/osf.io/873th_v3,Testing the Relationship between Phenomenological Control related to Illusion Sensitivity,,2025,2025-05-21,preprint,0,False,False,True,False,Dominique Makowski,2,2026-07-15,,False
W4410562778,10.31234/osf.io/873th_v2,WITHDRAWN,,2025,2025-05-21,preprint,0,False,False,True,False,,0,2026-07-15,,False
W4410542153,10.1016/j.cub.2025.04.060,Dynamic point-light cloths generate rich percepts beyond biology,Current Biology,2025,2025-05-20,article,1,False,True,False,False,Merve Erdoğan,4,2026-07-15,,False
W4410531029,10.31234/osf.io/sguq5_v5,People think women are morally superior to men,,2025,2025-05-20,preprint,0,False,False,True,False,Jordan Wylie,6,2026-07-15,,False
W4410481419,10.31234/osf.io/jbrwq_v1,More Misclassification Effect of Face Mask on Emotion Recognition than Unmasked Faces,,2025,2025-05-19,preprint,0,False,False,True,False,Bodi Mao,1,2026-07-15,,False
W4410472077,10.31234/osf.io/ykfpw_v2,Geometric properties of musical scales constitute a representational primitive in melodic processing,,2025,2025-05-18,preprint,0,False,False,True,False,Omri Raccah,5,2026-07-15,,False
W4410439502,10.31219/osf.io/ys49u_v1,Mentalizing and heuristics as distinct cognitive strategies in human teaching,,2025,2025-05-16,preprint,0,False,False,True,False,Sevan K. Harootonian,4,2026-07-15,,False
W4410452527,10.1016/j.brat.2025.104776,The benefit and neural mechanisms of computerized inhibitory control training for insomnia with short sleep duration phenotype: a rs-fMRI study,Behaviour Research and Therapy,2025,2025-05-16,article,3,True,False,False,False,Haobo Zhang,5,2026-07-15,,False
W4417092748,10.48550/arxiv.2505.10718,AI-enhanced semantic feature norms for 786 concepts,arXiv (Cornell University),2025,2025-05-15,preprint,0,False,False,True,False,Siddharth Suresh,7,2026-07-15,,False
W4410359634,10.1016/j.cognition.2025.106178,Beyond syncopation: The number of rhythmic layers shapes the pleasurable urge to move to music,Cognition,2025,2025-05-14,article,1,False,True,False,False,Alberte B. Seeberg,5,2026-07-15,,False
W4410379752,10.3389/fpsyg.2025.1561417,Web-based assessment of dual-task costs at different ages: an analysis across cognitive domains,Frontiers in Psychology,2025,2025-05-14,article,1,True,False,True,True,Vincenzo Livoti,5,2026-07-15,,False
W4410333500,10.31234/osf.io/j8tw5_v1,Not worth my time! Understanding factors that make conversations engaging,,2025,2025-05-13,preprint,0,False,False,True,False,Marcos E. Domínguez-Arriola,2,2026-07-15,,False
W4410378789,10.5539/ijel.v15n3p61,Parsing Ambiguity: Garden-Path Sentence Processing in Italian ESL Learners,International Journal of English Linguistics,2025,2025-05-13,article,0,False,False,True,False,Nicoletta Simi,1,2026-07-15,,False
W4410316225,10.1167/jov.25.6.7,Visual search efficiency is modulated by symmetry type and texture regularity,Journal of Vision,2025,2025-05-13,article,2,True,False,True,True,Rachel Moreau,5,2026-07-15,,False
W7154511711,10.5281/zenodo.19599254,chess-mw-MUSE: A set of experimental tasks developed in JSPsych which leverage MuseJS for low-cost EEG data collection.,Zenodo (CERN European Organization for Nuclear Research),2025,2025-05-12,software,0,False,False,True,False,Matthew Russell,1,2026-07-15,,False
W7154455606,10.5281/zenodo.19599255,chess-mw-MUSE: A set of experimental tasks developed in JSPsych which leverage MuseJS for low-cost EEG data collection.,Open MIND,2025,2025-05-12,software,0,False,False,True,False,Matthew Russell,1,2026-07-15,,False
W4410300802,10.1016/j.visres.2025.108617,Conducting online visual psychophysics experiments: A replication assessment of two face processing studies,Vision Research,2025,2025-05-12,article,1,True,False,False,False,Caroline Blais,5,2026-07-15,,False
W4410293697,10.3758/s13414-025-03083-w,Easy does it: Selection during interactive search tasks is biased towards objects that can be examined easily,Attention Perception & Psychophysics,2025,2025-05-12,article,5,True,False,True,True,Haden Dewis,5,2026-07-15,,False
W4410293178,10.31234/osf.io/as2q6_v1,Learning to Plan from Actual and Counterfactual Experiences,,2025,2025-05-12,preprint,0,True,False,True,False,Justin Yang,2,2026-07-15,,False
W4410300266,10.3758/s13428-025-02703-5,Mexican Spanish adaptation for the Affective Norms for English Words (ANEW),Behavior Research Methods,2025,2025-05-12,article,2,True,False,True,True,Vladimir Huerta-Chavez,3,2026-07-15,,False
W4415145269,10.48550/arxiv.2505.07592,Neural Signatures Within and Between Chess Puzzle Solving and Standard Cognitive Tasks for Brain-Computer Interfaces: A Low-Cost Electroencephalography Study,arXiv (Cornell University),2025,2025-05-12,preprint,0,False,False,True,False,Matthew Russell,6,2026-07-15,,False
W4410279968,10.31234/osf.io/pb46a_v1,"Adults hold two parallel causal frameworks for reasoning about people’s minds, actions and bodies",,2025,2025-05-11,preprint,0,False,False,True,False,Joseph Outa,2,2026-07-15,,False
W4410267047,10.31234/osf.io/kwj7b_v2,Children explore conservatively when learning novel word extensions,,2025,2025-05-11,preprint,0,False,False,True,False,Martin Zettersten,3,2026-07-15,,False
W4410232035,10.1038/s41598-025-95717-0,"Attentional load impacts multisensory integration, without leading to spatial processing asymmetries",Scientific Reports,2025,2025-05-09,article,8,True,True,True,True,Maria Silvia Saccani,4,2026-07-15,,False
W4410223301,10.31234/osf.io/sguq5_v3,People think women are morally superior to men,,2025,2025-05-09,preprint,0,False,False,True,False,Jordan Wylie,6,2026-07-15,,False
W4410225376,10.31234/osf.io/znkpg_v2,Uncovering patterns of semantic predictability in sentence processing,,2025,2025-05-09,preprint,0,False,False,True,False,Cassandra L. Jacobs,4,2026-07-15,,False
W4410197019,10.1016/j.cognition.2025.106135,Medial temporal cortex supports object perception by integrating over visuospatial sequences,Cognition,2025,2025-05-08,article,2,True,False,False,False,Tyler Bonnen,3,2026-07-15,,False
W4410175781,10.1038/s41598-025-98394-1,Dyads use heuristics to minimise time costs during joint action,Scientific Reports,2025,2025-05-07,article,1,False,True,True,False,Shaheed Azaad,2,2026-07-15,,False
W4410157556,10.31234/osf.io/jk27g_v1,"The effects of binaural beats on attention, reading comprehension, and mood",,2025,2025-05-07,preprint,0,False,False,True,False,Yujia Zhao,2,2026-07-15,,False
W4410118728,10.3758/s13421-025-01712-1,Anticipatory prediction in older readers,Memory & Cognition,2025,2025-05-06,article,1,True,False,True,False,Roslyn Wong,2,2026-07-15,,False
W4410131610,10.1002/jeab.70020,Humans exhibit associative symmetry in the absence of backward training and stimulus overlap,Journal of the Experimental Analysis of Behavior,2025,2025-05-06,article,0,True,False,True,True,Víctor M. Navarro,2,2026-07-15,,False
W4415248903,10.48550/arxiv.2505.03641,Synthesizing Images on Perceptual Boundaries of ANNs for Uncovering and Manipulating Human Perceptual Variability,arXiv (Cornell University),2025,2025-05-06,preprint,0,False,False,True,False,Wei Chen,6,2026-07-15,,False
W4410120566,10.3758/s13421-025-01718-9,The rise and fall of memories: Temporal dynamics of visual working memory,Memory & Cognition,2025,2025-05-06,article,3,True,False,True,True,Andre Sahakian,4,2026-07-15,,False
W4410087716,10.1523/jneurosci.1114-24.2025,Neural Processes Linking Interoception to Moral Preferences Aligned with Group Consensus,Journal of Neuroscience,2025,2025-05-05,article,2,True,False,False,True,Juyoung Kim,2,2026-07-15,,False
W4411551571,10.1109/cscwd64889.2025.11033636,Usage of a Cognitive Bias Web-game to Increase Accurate Interpretation of Online Consumer Reviews,,2025,2025-05-05,article,1,True,False,False,False,Dennis Paulino,5,2026-07-15,,False
W4410101706,10.1177/1877718x251336196,Visual hallucinations in Parkinson's disease are associated with deficits in social perception,Journal of Parkinson s Disease,2025,2025-05-04,article,6,True,False,False,False,Louis Albert,5,2026-07-15,,False
W4410056823,10.31234/osf.io/djn94_v1,"‘‘KEEP IT FAIR’’: PARTILHA DE DADOS E MATERIAIS EM ACESSO ABERTO [Title: ""Keep it FAIR"": Data and Materials Sharing in Open Access]",,2025,2025-05-03,preprint,0,False,False,True,False,Patrí­cia Arriaga,2,2026-07-15,,False
W4410717619,10.1111/cogs.70070,"Examining the Relationship Between Early Experience, Selective Attention, and the Formation of Learning Traps",Cognitive Science,2025,2025-05-01,article,3,True,False,True,True,Yanjun Liu,4,2026-07-15,,False
W4410035963,10.1121/10.0036512,Word frequency effects on L2 learners' phonetic imitations,JASA Express Letters,2025,2025-05-01,article,0,True,False,False,False,Daiki Hashimoto,3,2026-07-15,,False
W4410006121,10.1038/s41467-025-59379-w,Reinforcement learning increasingly relates to memory specificity from childhood to adulthood,Nature Communications,2025,2025-04-30,article,3,True,False,True,True,Kate Nussenbaum,2,2026-07-15,,False
W4409915405,10.31234/osf.io/hmz54_v1,DataPruebas: An Online Platform for Data Collection,,2025,2025-04-29,preprint,0,False,False,True,True,Gustavo Juantorena,5,2026-07-15,,False
W4409920686,10.3758/s13414-025-03053-2,Multistable grouping beyond the dot lattice: Individual and contextual differences in interactions of global orientation and local shape,Attention Perception & Psychophysics,2025,2025-04-29,article,1,False,True,False,False,Elisabeth Van der Hulst,3,2026-07-15,,False
W4409870887,10.1016/j.concog.2025.103870,Unravelling the threads of thought: Probing the impact of contextual factors on mind wandering,Consciousness and Cognition,2025,2025-04-28,article,2,False,True,False,False,Andreas Alexandersen,4,2026-07-15,,False
W4409838650,10.1038/s44271-025-00243-4,Free recall is shaped by inference and scaffolded by event structure,Communications Psychology,2025,2025-04-26,article,2,False,False,True,True,Ata B. Karagoz,3,2026-07-15,,False
W4409834613,10.1016/j.yhbeh.2025.105748,Gendered interests and behavior in women with congenital adrenal hyperplasia or complete androgen insensitivity syndrome,Hormones and Behavior,2025,2025-04-26,article,4,False,True,False,False,Anna Strandqvist,6,2026-07-15,,False
W4409820676,10.31234/osf.io/eskr9_v2,Better generalization through distraction? Concurrent load reduces the size of the inverse base-rate effect,,2025,2025-04-25,preprint,0,False,False,True,False,Lenard Dome,2,2026-07-15,,False
W4409787533,10.1016/j.jrp.2025.104606,Improving self-knowledge: How performance feedback impacts individuals’ self-estimates of their cognitive abilities,Journal of Research in Personality,2025,2025-04-25,article,2,True,False,False,False,Sandra Grinschgl,3,2026-07-15,,False
W4409800181,10.1016/j.jenvp.2025.102608,Listening through a landline: Using degraded sounds to examine the relationship between cognitive restoration and preference,Journal of Environmental Psychology,2025,2025-04-25,article,1,True,False,False,False,Huda Ahmed,4,2026-07-15,,False
W4409786909,10.31234/osf.io/8z3qv_v1,Model-based planning in structured foraging environments,,2025,2025-04-25,preprint,0,False,False,True,False,Thea R. Zalabak,3,2026-07-15,,False
W4409795289,10.31234/osf.io/sguq5_v2,People think women are morally superior to men,,2025,2025-04-25,preprint,0,False,False,True,False,Jordan Wylie,6,2026-07-15,,False
W4409886290,10.1145/3706598.3713304,Tactile Emotions: Multimodal Affective Captioning with Haptics Improves Narrative Engagement for d/Deaf and Hard-of-Hearing Viewers,,2025,2025-04-25,article,15,False,True,True,False,Caluã de Lacerda Pataca,7,2026-07-15,,False
W4409888919,10.1145/3706599.3719870,Trust in AI is dynamically updated based on users' expectations,,2025,2025-04-25,article,3,True,False,True,False,Patrick S. Cooper,6,2026-07-15,,False
W4409884514,10.1145/3706598.3714147,User-Defined Co-Speech Gesture Design with Swarm Robots,,2025,2025-04-25,article,2,True,False,True,False,Minh Duc Dang,3,2026-07-15,,False
W4409870207,10.1145/3706599.3719695,Visualizing Confidence in Delivery Robots: Insights from Two Online Studies,,2025,2025-04-25,article,2,False,False,True,False,Ronald Cumbal,5,2026-07-15,,False
W4409749586,10.1145/3706598.3713470,"Objection Overruled! Lay People can Distinguish Large Language Models from Lawyers, but still Favour Advice from an LLM",,2025,2025-04-24,article,13,False,False,True,False,Eike Schneiders,7,2026-07-15,,False
W4409749271,10.1145/3706598.3713482,Preventing Harmful Data Practices by using Participatory Input to Navigate the Machine Learning Multiverse,,2025,2025-04-24,article,3,True,False,True,False,Jan Simson,4,2026-07-15,,False
W4409737395,10.3758/s13423-025-02673-x,Temporal associations supporting repetitions in free recall,Psychonomic Bulletin & Review,2025,2025-04-24,article,1,True,False,True,True,Lynn J. Lohnas,1,2026-07-15,,False
W4409669564,10.31234/osf.io/xgjz2_v4,Gender comes first: Experimental evidence for the representation of gender closer to the noun stem than number across linguistic populations,,2025,2025-04-22,preprint,0,False,False,True,False,Carmen Saldana,3,2026-07-15,,False
W7111838577,,Pre-registration protocol for variable selection in the “Heat and Cognition Many Labs” Project,OSF Preprints (OSF Preprints),2025,2025-04-22,preprint,0,False,False,True,False,Mona Bielig,5,2026-07-15,,False
W4409689249,10.1177/03010066251328164,Ex-Gaussian vector metric and similarity index applied to reaction time analysis,Perception,2025,2025-04-21,article,1,True,False,False,False,Elı́as Manjarrez,4,2026-07-15,,False
W4409594110,10.1038/s41467-025-59080-y,Introspective access to value-based multi-attribute choice processes,Nature Communications,2025,2025-04-20,article,2,True,False,True,True,Adam Morris,4,2026-07-15,,False
W4409483811,10.31234/osf.io/jmg5x_v2,Children’s understanding of the subjectivity of intentions - masked by linguistic task demands?,,2025,2025-04-16,preprint,0,False,False,True,False,Isa Blomberg,4,2026-07-15,,False
W4409496929,10.1371/journal.pone.0319039,Perceptual judgments are resistant to the advisor’s perceived level of trustworthiness: A deep fake approach,PLoS ONE,2025,2025-04-16,article,1,True,False,True,True,Mathias Van der Biest,4,2026-07-15,,False
W4409449857,10.31219/osf.io/vuc5g_v1,Inferring the causes of noise from binary outcomes: A normative theory of learning under uncertainty,,2025,2025-04-15,preprint,2,False,True,True,False,Xiaotong Fang,2,2026-07-15,,False
W4409445600,10.1016/j.cognition.2025.106129,Semantic extension in a novel communication system is facilitated by salient shared associations,Cognition,2025,2025-04-15,article,3,True,False,False,False,Kenny Smith,3,2026-07-15,,False
W4409476720,10.31234/osf.io/bupz6_v2,Sleep Links Gist Abstraction to Veridical Memory,,2025,2025-04-15,preprint,0,False,False,True,False,Juliane Nagel,4,2026-07-15,,False
W4409451844,10.1044/2025_jslhr-24-00588,The Influence of Semantic Context on the Intelligibility Benefit From Speech Glimpses in Younger and Older Adults,Journal of Speech Language and Hearing Research,2025,2025-04-15,article,3,True,False,False,False,Priya Rakesh Pandey,2,2026-07-15,,False
W4409409543,10.31234/osf.io/ywdv2_v3,Unravelling the threads of thought: Probing the impact of contextual factors on mind wandering,,2025,2025-04-14,preprint,0,False,False,True,False,Andreas Alexandersen,4,2026-07-15,,False
W4409399519,10.31234/osf.io/2bgzu_v2,Curiosity overpowers cognitive effort avoidance tendencies,,2025,2025-04-13,preprint,0,False,False,True,False,Markus Spitzer,5,2026-07-15,,False
W4409377750,10.1038/s41598-025-97320-9,Trait dissociation is associated with dissociative experiences arising from disrupted multisensory integration,Scientific Reports,2025,2025-04-12,article,5,True,False,True,True,Jamie Moffatt,8,2026-07-15,,False
epmc:MED:40215238,10.1371/journal.pcbi.1012994,Dynamic brain connectivity predicts emotional arousal during naturalistic movie-watching,PLoS computational biology,2025,2025-04-11,research-article; Journal Article,7,False,False,False,True,Ke J,5,2026-07-15,,False
W4409348385,10.1186/s12888-025-06786-4,Individual differences in probabilistic learning and updating predictive representations in individuals with obsessive-compulsive tendencies,BMC Psychiatry,2025,2025-04-11,article,2,True,False,True,True,Bianka Brezóczki,9,2026-07-15,,False
W4409361886,10.3758/s13414-025-03051-4,Learned distractor rejection: Robust but surprisingly rapid,Attention Perception & Psychophysics,2025,2025-04-11,article,4,False,True,True,True,Isaac Savelson,5,2026-07-15,,False
W4409361562,10.3758/s13421-025-01710-3,Logical intuitions or matching heuristics? Examining the effect of deduction training on belief-based reasoning judgments,Memory & Cognition,2025,2025-04-11,article,0,True,False,True,True,Omid Ghasemi,3,2026-07-15,,False
W4409363486,10.31234/osf.io/fe63x_v2,Non-scientific mindsets and the gap between past vaccine behaviors and future intentions,,2025,2025-04-11,preprint,0,False,False,True,False,Justin Sulik,5,2026-07-15,,False
W4417250625,10.48550/arxiv.2504.07670,LAPIS: A novel dataset for personalized image aesthetic assessment,arXiv (Cornell University),2025,2025-04-10,preprint,0,False,False,True,False,Anne-Sofie Maerten,5,2026-07-15,,False
W4409280421,10.31234/osf.io/sba75_v2,Dynamic data visualizations as events: effects of framing and change salience on segmenting dynamic maps,,2025,2025-04-09,preprint,0,True,False,True,False,Reena Pauly,2,2026-07-15,,False
W4416529726,10.48550/arxiv.2504.05847,Réduire le bruit grâce à la réalité augmentée sonore -- Auditory Concealer,arXiv (Cornell University),2025,2025-04-08,preprint,0,False,False,True,False,Clara Boukhemia,1,2026-07-15,,False
W4409196843,10.1016/j.cognition.2025.106134,The benefit of removing information from working memory: Increasing available cognitive resources or reducing interference?,Cognition,2025,2025-04-06,article,4,False,True,False,False,Chenyu Li,4,2026-07-15,,False
W4409152875,10.31234/osf.io/nk4d9_v2,Do Scarcity-Related Cues Affect the Sustained Attentional Performance of the Poor and the Rich Differently?,,2025,2025-04-04,preprint,0,False,False,True,False,Péter Szécsi,3,2026-07-15,,False
W4409113421,10.1177/17470218251334370,"Up, down, and all around? Deciphering the boundary conditions for training-induced transfer effects within a set of hierarchically nested tasks",Quarterly Journal of Experimental Psychology,2025,2025-04-02,article,0,False,False,True,True,Joseph P. Rennie,2,2026-07-15,,False
W4410219215,10.1016/j.cogdev.2025.101579,Children's understanding of the subjectivity of intentions – Masked by linguistic task demands?,Cognitive Development,2025,2025-04-01,article,0,False,True,False,False,Isa Blomberg,4,2026-07-15,,False
W4409064595,10.1037/xge0001747,Emerging adaptivity in probability learning: How young minds and the environment interact.,Journal of Experimental Psychology General,2025,2025-04-01,article,1,False,False,True,False,Anna I Thoma,3,2026-07-15,,False
W7112618241,,Touchscreen jsPsych Plugin,OSF Preprints (OSF Preprints),2025,2025-04-01,preprint,0,False,False,True,False,Markus Spitzer,1,2026-07-15,,False
W4409015816,10.1002/mp.17801,Improving realism in abdominal ultrasound simulation combining a segmentation‐guided loss and polar coordinates training,Medical Physics,2025,2025-03-30,article,3,True,False,False,False,Santiago Vitale,5,2026-07-15,,False
W4408881462,10.1038/s41598-025-93760-5,Categorical frequency judgments as effective ensemble judgments for object features,Scientific Reports,2025,2025-03-27,article,1,True,False,False,True,Oakyoon Cha,1,2026-07-15,,False
W4408887453,10.7554/elife.105025,Sense of control buffers against stress,eLife,2025,2025-03-27,preprint,0,True,False,True,True,Jennifer C Fielder,5,2026-07-15,,False
W4408889822,10.7554/elife.105025.1,Sense of control buffers against stress,eLife,2025,2025-03-27,preprint,0,True,False,True,False,Jennifer C Fielder,5,2026-07-15,,False
W4408803826,10.12688/f1000research.160170.1,Political bias in historiography - an experimental investigation of preferences for publication as a function of political orientation,F1000Research,2025,2025-03-24,preprint,1,True,False,False,False,Louis Schiekiera,2,2026-07-15,,False
W4408780453,10.1073/pnas.2415254122,Superficial auditory (dis)fluency biases higher-level social judgment,Proceedings of the National Academy of Sciences,2025,2025-03-24,article,2,True,False,True,True,Robert Walter‐Terrill,3,2026-07-15,,False
W4408734208,10.3758/s13428-025-02599-1,Sample size matters when estimating test–retest reliability of behaviour,Behavior Research Methods,2025,2025-03-21,article,12,False,False,True,True,B. A. Williams,4,2026-07-15,,False
W4408662814,10.21105/joss.07703,SweetBean: A declarative language for behavioral experiments with human and artificial participants,The Journal of Open Source Software,2025,2025-03-20,article,1,False,True,False,False,Younes Strittmatter,2,2026-07-15,,False
W4408615227,10.1145/3708359.3712115,Dynamik: Syntactically-Driven Dynamic Font Sizing for Emphasis of Key Information,,2025,2025-03-19,preprint,0,False,True,False,False,N. Nishida,4,2026-07-15,,False
W4408505981,10.1002/erv.3192,Muscularity Concerns and Disordered Eating Symptoms in Adult Women: A Network Analysis,European Eating Disorders Review,2025,2025-03-17,article,11,False,True,False,True,Vanessa Juergensen,4,2026-07-15,,False
W4408517319,10.3758/s13414-025-03046-1,The role of active perception and naming in sameness comparison,Attention Perception & Psychophysics,2025,2025-03-17,article,0,True,False,False,False,Marina Dubova,2,2026-07-15,,False
W4408471915,10.1080/14992027.2025.2473050,Right ear advantage in cochlear implant simulation: short- and long-term effects,International Journal of Audiology,2025,2025-03-15,article,1,True,False,False,False,Yağız Korkut,2,2026-07-15,,False
W4408465746,10.1080/1612197x.2025.2477144,What a shot! Effect of biathlon and badminton on attention of preteens in middle schools: a longitudinal study,International Journal of Sport and Exercise Psychology,2025,2025-03-13,article,2,True,False,True,False,Mathieu Pinelli,7,2026-07-15,,False
W4408347957,10.1038/s41586-025-08705-9,Basis functions for complex social decisions in dorsomedial frontal cortex,Nature,2025,2025-03-12,article,20,True,False,False,False,Marco K. Wittmann,14,2026-07-15,,False
W4408372499,10.1038/s44220-025-00393-8,Emotions and individual differences shape human foraging under threat,Nature Mental Health,2025,2025-03-12,article,5,True,False,True,True,Hailey A. Trier,7,2026-07-15,,False
W4408384922,10.1101/2025.03.10.25323695,A randomized clinical trial reveals effects of mindfulness and slow breathing on plasma amyloid beta levels,medRxiv,2025,2025-03-11,preprint,2,False,True,False,False,Kaoru Nashiro,13,2026-07-15,,False
epmc:MED:40067901,10.1073/pnas.2415346122,Comparing color qualia structures through a similarity task in young children versus adults,Proceedings of the National Academy of Sciences of the United States of America,2025,2025-03-11,Comparative Study; research-article; Journal Article,5,False,False,False,True,Moriguchi Y,7,2026-07-15,,False
W4408340223,10.7554/elife.100785.3.sa3,Reviewer #1 (Public review): Structure transfer and consolidation in visual implicit learning,,2025,2025-03-11,peer-review,0,False,False,True,False,Dominik Garber,2,2026-07-15,,False
W4408340094,10.7554/elife.100785.3,Structure transfer and consolidation in visual implicit learning,eLife,2025,2025-03-11,preprint,0,True,False,False,False,Dominik Garber,2,2026-07-15,,False
W4408283680,10.1016/j.cognition.2025.106109,A body detection inversion effect revealed by a large-scale inattentional blindness experiment,Cognition,2025,2025-03-10,article,3,True,False,True,False,Marco Gandolfo,2,2026-07-15,,False
W4408251039,10.1016/j.caeai.2025.100387,Predicting learners' engagement and help-seeking behaviors in an e-learning environment by using facial and head pose features,Computers and Education Artificial Intelligence,2025,2025-03-08,article,8,True,False,False,False,Guan-Yun Wang,5,2026-07-15,,False
W4408248872,10.31234/osf.io/zda36_v1,Temporal Stability of Semantic Predictions in Subclinical Autistic and Schizotypal Personality Traits,,2025,2025-03-08,preprint,0,False,False,True,False,Elisabeth Sterner,3,2026-07-15,,False
epmc:MED:40055136,10.1111/sjop.13105,Determining Cognitive Performance in Athletes: A Systematic Review Focused on Methodology of Applying Cognitive Tests,Scandinavian journal of psychology,2025,2025-03-07,Systematic Review; review-article; Journal Article,1,False,False,False,True,Manci E,12,2026-07-15,,False
W4408168307,10.1016/j.heares.2025.109237,"Influence of visual analogue of speech envelope, formants, and word onsets on word recognition is not pronounced",Hearing Research,2025,2025-03-07,article,1,True,False,True,False,Kaja Rosa Benz,3,2026-07-15,,False
W4408173859,10.1016/j.neuropsychologia.2025.109118,Integration of representations is key to the enactment benefit: Insights from individuals with stroke lesions,Neuropsychologia,2025,2025-03-07,article,0,False,True,False,False,Yadurshana Sivashankar,3,2026-07-15,,False
W4408385605,10.1111/lang.12709,"Move, Rove, Love: Color Cues Help Learning Novel English Words When Pronunciation Is Not Predictable From Spelling",Language Learning,2025,2025-03-07,article,0,True,False,True,False,Tiphaine Caudrelier,4,2026-07-15,,False
W4408217745,10.31219/osf.io/gnzyt_v1,Beyond Crosslinguistic Influence: Mandarin Speakers with Exposure to Null- subject Languages Nonetheless Use Fewer Null Pronouns in Mandarin,,2025,2025-03-05,preprint,0,False,False,True,False,Yajun Liu,3,2026-07-15,,False
W4412664373,10.31219/osf.io/7hsmb_v1,Do bilinguals avoid ambiguity? An experimental study of lexical ambiguity in spoken Mandarin,,2025,2025-03-05,preprint,0,False,True,True,False,Yajun Liu,3,2026-07-15,,False
W4408144069,10.1177/03010066251315831,Affective reactions evoked by masks with an implied mouth,Perception,2025,2025-03-04,article,0,True,False,False,False,Taiki Tachibana,4,2026-07-15,,False
W4408109151,10.31234/osf.io/76vns_v1,On idle idols and ugly icons: Do homophones create interference in typing?,,2025,2025-03-03,preprint,0,False,False,True,False,Merel Muylle,3,2026-07-15,,False
W4408090154,10.1121/10.0034846,"Unimodal speech perception predicts stable individual differences in audiovisual benefit for phonemes, words and sentences",The Journal of the Acoustical Society of America,2025,2025-03-01,article,4,True,True,False,False,Jacqueline von Seth,3,2026-07-15,,False
W4408058978,10.1016/j.appet.2025.107950,Shaping food choices with actions and inactions with and without reward and punishment,Appetite,2025,2025-02-28,article,2,True,False,True,False,Huaiyu Liu,8,2026-07-15,,False
W4408818961,10.5265/jcogpsy.22.125,"The influence of self-discontinuity on nostalgia: A conceptual replication of Sedikides, Wildschut, Routledge, &amp; Arndt (2015)",The Japanese Journal of Cognitive Psychology,2025,2025-02-28,article,0,True,False,True,False,Hiroka Ikeda,4,2026-07-15,,False
W4408053863,10.3758/s13423-025-02667-9,"Linguistic properties of memory expression differentially relate to accuracy, specificity, and perceived veracity",Psychonomic Bulletin & Review,2025,2025-02-27,article,2,True,False,False,False,Steven A. Martinez,8,2026-07-15,,False
W4407946107,10.3758/s13423-025-02661-1,Better generalization through distraction? Concurrent load reduces the size of the inverse base-rate effect,Psychonomic Bulletin & Review,2025,2025-02-25,article,0,True,False,False,False,Lenard Dome,2,2026-07-15,,False
W4407814172,10.1016/j.concog.2025.103831,Individual differences in prioritization for consciousness and the conscious detection of changes,Consciousness and Cognition,2025,2025-02-20,article,0,True,False,False,False,Gal R. Chen,3,2026-07-15,,False
W4407775405,10.1016/j.cognition.2025.106086,Involvement of episodic memory in language comprehension: Naturalistic comprehension pushes unrelated words closer in semantic space for at least 12 h,Cognition,2025,2025-02-20,article,5,True,False,True,False,Matthew HC Mak,5,2026-07-15,,False
W4407619017,10.1177/17470218251324437,Looks like SNARC spirit: Coexistence of short- and long-term associations between letters and space,Quarterly Journal of Experimental Psychology,2025,2025-02-17,article,3,True,False,True,True,Lilly Roth,7,2026-07-15,,False
W4407492069,10.1186/s12888-024-06430-7,"Promoting Resilience in Youth through Mindfulness mEditation (PRYME): Study protocol for a randomized controlled trial investigating the effects of mindfulness training as add-on to care-as-usual on internalizing problems, mental illness development, and associated brain and cognitive processes in help-seeking youth",BMC Psychiatry,2025,2025-02-14,article,2,False,True,True,True,Maud Schepers,8,2026-07-15,,False
